ArticleId,ArticleTitle,Recommendation1,Recommendation2,Recommendation3,Recommendation4,Recommendation5
626121253933491500,Amazon just released a Dash button for AWS IoT,Flipping the office telepresence model,Inside the offices of New York's biggest startups,Making your business fit for the future,NodeMCU (ESP8266) o módulo que desbanca o Arduino e facilitará a Internet das Coisas...,"contentId
4315784099325221836    tins ::: Rick Klau's weblog
4315784099325221836    tins ::: Rick Klau's weblog
Name: title, dtype: object"
638282658987724754,Machine Learning for Designers,Here's proof that Google is getting serious about battling Facebook in a key area,Twitter adds a button to help you train its algorithm,The Startup Pivot Pyramid - How to Pivot Your Startup the Right Away Using Growth Marketing Mindset,8 things to expect from Google's biggest event of the year,'Magenta' Is Google's New Project To Make Art With Artificial Intelligence
643905832258297060,Globant acquires WAE to continue advancing in the creation of digital journeys,"Dilma Rousseff's Impeachment Isn't a Coup, It's a Cover-Up",NOW NEW NEXT: How growth champions create new value,Pimp My Pitch: como fazer um Pitch poderoso,Cracks are showing in Uber but the company coming out of the shell is not what you thought,Change lessons from pharma and med tech
654383168348870348,Million Song Dataset | scaling MIR research,Fileless Malware - A Behavioural Analysis Of Kovter Persistence,A programming language for living cells,A Docker Fork: Talk of a Split Is Now on the Table - The New Stack,OpenAI,"Pinterest acquires the team behind Fleksy, a custom iOS and Android keyboard"
657779080033041603,Using artificial intelligence to revolutionize diabetes treatment,Humans Can Still Do One Thing Better Than AI,How Inflation Is Stealing Your Money: Can Cryptocurrency Solve Inflation on a Global Scale?,13 Game-changing Artificial Intelligence Startups,Meet the man behind the rise of bots and our AI-driven future,New blog from Dries: How should you decouple Drupal?
660451400045043370,Duolingo's chatbots help you learn a new language,Esse bot do Facebook Messenger te ajuda a estudar para o ENEM,Telegram Bolsters Bot API with New Gaming Functionality,Why Deep Learning Is Suddenly Changing Your Life,8 Old School SEO Practices That Are No Longer Effective - Whiteboard Friday,Return of incandescent light bulbs as MIT makes them more efficient than LEDs
667643281369196267,Java Tools and Technologies Landscape Report 2016 | zeroturnaround.com,"Webinário gratuito ""Como analisar um AWR Report""","Tabs vs Spaces: How They Write Java at Google, Twitter, Mozilla and Pied Piper | Takipi Blog",Best Practices for using Elastic IPs (EIP) and Availability Zones,What's the Version of my Deployed Application? - DZone DevOps,Practical VPC Design - AWS Startup Collection
668505019835540303,Bayesian machine learning,Rival do Uber estreia em São Paulo com preço competitivo | EXAME.com,ŷhat | Classifying handwritten digits using TensorFlow,Is machine learning the next commodity?,Google Is About to Supercharge Its TensorFlow Open Source AI,Scala is the new golden child
672199059798181601,Labelling automated builds on Docker Hub - Microscaling Systems,Drupal 8 CI/CD with Docker via Jenkins. Part 1: Integration,Referências para Estudo - Xamarin,Here's how Evernote moved 3 petabytes of data to Google's cloud,Hedron: Or my dissatisfaction with local development #Drupal,Amazon EBS Update - New Elastic Volumes Change Everything | AWS Blog
679005777543560737,Mastercard libera APIs para quem quer desenvolver novas fintechs,"Agile is Dead, Long Live Continuous Delivery - Gradle",A Arte de Fazer o Dobro do Trabalho na Metade do Tempo sem Scrum,Nubank envia Pikachu para cliente que pediu desbloqueio de cartão e do Pokémon Go,O que é benchmarking? Veja quando um concorrente se torna inspiração!,Terça de Dados #11 - Debate sobre a Regulamentação de TI
685073630661800600,[Tools] See how the JIRA Portfolio team uses JIRA Portfolio,[Framework] Lean IT Governance,"[Techniques] Será que você está fazendo ""brainstorm"" da forma correta? - Blog Locaweb - Notícias sobre tecnologia, programação e muito mais.",Transformação digital na Saúde: 3 pilares que devem ser reinventados - Saúde Business,[E-learning] Design Thinking for Innovation - University of Virginia | Coursera,Dasa compra rede de laboratórios SalomãoZoppi
687641199951066750,Could Blockchain Have Protected the Bosses Implicated in the Panama Papers?,Google+ is five years old today,Adaptation. (2002),A New Number Format for Computers Could Nuke Approximation Errors for Good,Keynotes from the O'Reilly Velocity Conference in New York 2016,Lists are the new search
711995695898078056,[eBook] Enxugando a máquina - Paulo Caroli,5 formas de tornar-se um Mestre em planejamento com o Portfolio for JIRA,Correntistas podem renegociar dívidas com o banco pela internet,[Canais Digitais] Banco Agiplan lança app que elimina intermediários ou pagamento de taxas - E-Commerce News,Sony Smart Tennis Sensor for Tennis Rackets,"[Situation Wall] Jamboard - the whiteboard, reimagined for collaboration in the cloud"
717471739656838182,Here's how Evernote moved 3 petabytes of data to Google's cloud,Drupal 8 CI/CD with Docker via Jenkins. Part 1: Integration,Hedron: Or my dissatisfaction with local development #Drupal,Build Quality In: The Key to Continuous Delivery in Kanban,8 must-see sessions for application developers at Google Cloud Next '17,Centrally manage all your Google Cloud resources with Cloud Resource Manager
719128783277038733,Atom Bank launches app-only savings account for iPhones,"Band plays on, as global oil glut leaves supertankers in a huge jam",Global Blockchain Forum Launched to Coordinate Regulatory Interoperability and Best Practices,Blockchain CEO's Business Advice on Bitcoin Startups,Barclays finally launches Apple Pay | The Memo,The Blockchain is the new Google
722931447608069342,Serasa Experian realiza hackathon com prêmios de até R$10 mil - Startupi,"Canonical libera patches de segurança para os sistemas Ubuntu 12.04, 14.04, 16.04, 16.10 e derivados",Google Cloud Status,Machine Learning Unconference,SAMSUNG OCEAN - Novas turmas de treinamento de 2017 - Embarcados,How do you sell SaaS software to enterprise businesses?
734632752661830332,Susan Wojcicki on the Effectiveness of Empowering Ads on YouTube,Google employees are adding 'Lady' to their job titles to fight sexism,Manhattan CRE prices spark a mass exodus of startups to Brooklyn,"A sneak peek at Google's upcoming travel app, Trips",9 Non-Threatening Leadership Strategies for Women,The AI business landscape
738761744030347929,How to Install and Use the Linux Bash Shell on Windows 10,"contentId
-7568926158048616650    Adobe CQ/Adobe AEM
-7568926158048616650    Adobe CQ/Adobe AEM
Name: title, dtype: object",Configuring OSGi,Workspace Filter,AEM 6.1 Package Manager Metadata Files,Live Event: Unveiling the GitLab Master Plan
739747367187387064,US Bank Regulator to Examine Distributed Ledgers in FinTech Framework Push - CoinDesk,Coin Center Opens Nominations for the 2016 Blockchain Awards - CoinDesk,Blockchain Technology Could Put Bank Auditors Out of Work,A Beautiful Copper Coin That Could Transform How We Spend,The Agile Design Team Maturity Scale | UX Magazine,"Ethereum, a Virtual Currency, Enables Transactions That Rival Bitcoin's"
751528815916485437,"Olhar Digital: Notícia: Testamos o HoloLens, os óculos do futuro da Microsoft",Learning How to Learn: The Most Important Developer Skill - Free Code Camp,Aurelia 1.0 is Here!!!,The Netflix Tech Blog: Distributed Resource Scheduling with Apache Mesos,7 Tips to Create a Company Learning Culture like Google - Without Resources,Cloud Native Part 1: Definition
764116021156146784,"If you think women in tech is just a pipeline problem, you haven't been paying attention - Tech Diversity Files",Susan Wojcicki on the Effectiveness of Empowering Ads on YouTube,"Stock photos of women of color in tech, now free to use.",Moovit's new Facebook chatbot for transport proves v0 is not going to be good,Google employees are adding 'Lady' to their job titles to fight sexism,Jury finds Google's implementation of Java in Android was fair use
784265334245910688,My Top 9 Favorite Python Deep Learning Libraries - PyImageSearch,Deep Learning Race: A Survey of Industry Players' Strategies - Intuition Machine,Omnitone: Spatial audio on the web,Mapping the World of Music Using Machine Learning: Part 1 - iHeartRadio Tech Blog,Machine learning at the museum: this week on Google Cloud Platform,"Netflix says Geography, Age, and Gender are ""Garbage"" for Predicting Taste"
786135087362634258,Why Steve Jobs Was Proud to Steal Ideas,Gmail API: New endpoints for settings,2016 will be the year of conversational commerce - Chris Messina,Understanding the Twitter topic Tracker,"Google I/O: Expect A.I., virtual reality",Caravel: Airbnb's data exploration platform - Airbnb Engineering & Data Science
787067277772219433,Setting up Drupal Code Sniffer,Addressing Accessibility for the Web,"Acquia Releases Lightning for Drupal 8, Enabling Fast Starts for Digital Experience Deployments [July 19, 2016]",3. The case for Drupal and SaaS,"Filtering and formatting fun with gcloud, GCP's command line interface",1. Why ecommerce matters
790210667253898984,Cartilha sobre técnicas de bioconstrução,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,Livros sobre liderança: os 10 melhores livros para bons líderes,5 Podcasts : Aprenda mais sobre gestão e liderança,Larry Page's dream of building a 'Google Island' could be coming true,O que é benchmarking? Veja quando um concorrente se torna inspiração!
809601605585939618,​Microsoft and Canonical partner to bring Ubuntu to Windows 10 | ZDNet,"De Zelotes ao ""projeto secreto de TI"": diretores do Bradesco respondem dúvidas do mercado","JPMorgan Software Does in Seconds What Took Lawyers 360,000 Hours",I'm trying my hardest to slow the fuck down - HI MY NAME IS JON,What DeepMind brings to Alphabet,MIT and Microsoft Research made a 'smart' tattoo that remotely controls your phone
817145340976958200,Powering a more connected and collaborative enterprise,"Meet Parsey's Cousins: Syntax for 40 languages, plus new SyntaxNet capabilities",Deep learning software knows that a rose is a rose is a rosa rubiginosa,New Sessions Added To Google I/O 2016 Schedule,Polly.ai raises $1.2 million to help companies poll their employees,"Apple acquires Turi, a machine learning company"
817467807875770568,App do Google Search para Android agora busca por músicas no Brasil | Google Discovery,App do YouTube ganha sistema de bate-papo privado | Google Discovery,"Projeto Ara, o smartphone modular do Google, pode chegar ao mercado em 2017 | Google Discovery",Dial in with ease using the latest Google Calendar app for Android,Google moves to replace Flash with HTML5,Embed charts from Google Sheets in Google Docs and Slides and update them with a single click
826748584447376099,The investment case for employing a Drupal core contributor - Dries Buytaert,Dries Buytaert,Acquia a leader in the 2017 Forrester Wave for Web Content Management Systems | Dries Buytaert,Google: Here's how a software update knocked out our App Engine cloud | ZDNet,"Thunder, a Drupal distribution for publishers","contentId
3399073250354435892    Introducing the Workspace Preview System | Acq...
3399073250354435892    Introducing the Workspace Preview System | Acq...
Name: title, dtype: object"
833256912680066502,"Rumor: ""Android VR"" Will Launch At I/O With Standalone Headset, Reference Appears In Unreal Engine","contentId
7420742904084384944    Fooling The Machine
7420742904084384944    Fooling The Machine
Name: title, dtype: object",Google's new NHS deal is start of machine learning marketplace,Google's Schmidt Says Computers Not a Threat to Humans or Jobs,"contentId
-7356135999773525293    Fooling The Machine
-7356135999773525293    Fooling The Machine
Name: title, dtype: object",How AI helps marketers tell better stories
834896074125772354,So you want to sell to banks?,Ray Kurzweil: The world isn't getting worse - our information is getting better,Time to Re-Think Design Thinking,Itaú é pioneiro do blockchain,"Why 3,000 bank branches must close",Sem Parar vs Conectcar - DanBP.org
865977730460714234,Waking Ned Devine (1998),Mark A Trello Card As Done (And Drop The Mic On That Task),A Major Law Firm Will Soon Be Using A Robotic Lawyer,Atom Bank launches app-only savings account for iPhones,"Where, how much, and how: Answering the hardest questions of resource allocation",Patente do Google prevê carro que gruda pedestres atingidos no capô
880612740433495828,O que você deve fazer para se tornar um líder melhor?,O valor de seu trabalho de coaching vai depender de suas habilidades de acompanhamento - Harvard Business Review Brasil,Investimentos em coaching e mentoring aumentam nas empresas,What Millennials Want from a New Job,Qual é o valor da área de T&D na sua empresa?,"Life Coach vs. Therapist, Learn the Difference | Tony Robbins"
881166463209244600,CNseg anuncia os finalistas da 6ª edição do Prêmio de Inovação em Seguros - Sonho Seguro,"SulAmérica continua investindo, apesar da crise - Sonho Seguro",Making digital strategy a reality in insurance,"thinkseg traz o seguro ""pague conforme você usa"" para taxistas",Martech and ad tech convergence: myth or reality?,77 Startups Powering The Future Of Farming And Agribusiness
882422233694040097,Infográfico: Algoritmos para Aprendizado de Máquina,Imagine Discovering That Your Teaching Assistant Really Is a Robot,"Amazon goes open source with machine-learning tech, competing with Google's TensorFlow - GeekWire","Hello, TensorFlow!",An Exclusive Look at How AI and Machine Learning Work at Apple - Backchannel,Deck describing how MSFT plans to use Linkedin
885269153482673496,"Filtering and formatting fun with gcloud, GCP's command line interface","Acquia Releases Lightning for Drupal 8, Enabling Fast Starts for Digital Experience Deployments [July 19, 2016]",1. Why ecommerce matters,"Filtering and formatting fun with gcloud, GCP's command line interface",Measuring the Benefits of Software Reuse,3. The case for Drupal and SaaS
886450434856305025,New Early Adopter Programs: Team Drives and a new Hangouts video meetings experience,Twitter is shutting down Vine,Building a Modern Bank Backend,SanDisk cria cartão SD com maior armazenamento do mundo: 1 TB,All Together Now. Introducing G Suite.,Password Policy
895442114569096829,"Rakuten Acquires Bitnet, Plans to Open Blockchain Lab in Northern Ireland - Crowdfund Insider",InsurTech: changing the world of risk - Chris Skinner's blog,Blockchain Huge Potential For The Insurance Industry,Mastercard lança rival do Apple Pay e reforma seu logo,Principais startups do ramo de saúde criam o 1o Cluster de Saúde Digital do Brasil | EXAME.com,Itaú vende carteira de vida para Prudential | Sonho Seguro
896159636285333275,How Mobile Health Apps and Wearables Could Actually Make People Sicker,"IBM e Visa transformam automóveis, eletrodomésticos e outros dispositivos conectados em potenciais pontos de vendas",Graphene and Silly Putty Creates a Super-Sensitive Strain Sensor,"Signs suggest that 101Hero, the $49 3D printer, was too good to be true",Kit de sensor BLE alimentado por energia solar,6 New Tech Gadgets That Will Simplify Your Life in 2017
897043351348716074,Mark Zuckerberg compartilha como será o Facebook em 2026 - Startupi,Economia Colaborativa: a tendência que está mudando o mercado,O seu conteúdo está preparado para as duas internets?,Confira um relatório sobre a indústria das aceleradoras globais e conheça as tendências para os próximos anos - Startupi,Today in Apple history: OS X Panther claws its way onto Macs | Cult of Mac,"Recharge, used to book hotel rooms by the minute, raises $2.3 million"
909703879562824170,"YouTube pode lançar serviço de televisão online ""Unplugged"" em 2017 | Google Discovery",Quem pediu mais um formato de cartão de memória? Ninguém? Eis o UFS!,Nokia vai voltar ao mercado de smartphones,Google+ is five years old today,Adaptation. (2002),Departures (2008)
910894669274456978,"Franz - from idea to 10,000 daily active users in 26 days - Meet Franz","Google's AI engine is reading 2,865 romance novels to be more conversational","Gchat Was the Future of Messaging, But Google Didn't Know What It Had",Indian outsourcing specialists must reboot their strategies,Google's official Project Wing logo revealed,The AI business landscape
911037455259135591,Burger King aceita pedidos via mensagens no Facebook - Startupi,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,Asus ready to take bite of 'Pi' market with Tinker micro PC,Google's Tensor Processing Unit explained: this is what the future of computing looks like,Put a ring on it: three smart rings with plenty of beauty and brains,"""5G está para IoT como 4G esteve para o Smartphone"", saiba as apostas da Intel para 2017"
914293752636521893,Asia's mobile-first economy and how the West is feeling the effects,The Democratization of Innovation for the Internet of Things,What is IT's role in digital transformation?,"Facebook lança Workplace, versão da rede social para empresas",Livro: Retrospectivas Divertidas,We are on the verge of a consumer M&A avalanche
921770761777842242,Pixelated photos and licence plates can be unblurred using artificial intelligence,Google planeja ferramentas de inteligência artificial para Raspberry Pi | Google Discovery,The Ultimate Digital Clean-Up Checklist: Are You Prepared For The New Year? - Smashing Magazine,Making email safer with new security warnings in Gmail,20 Awesome PHP Libraries For Summer 2016,Cloud Identity and Access Management - Google IAM
943818026930898372,"Inovador, Nubank ganha prêmio no Vale do Silício | EXAME.com",Corporate venture growth in Brazil is another sign of a mature tech ecosystem,Big IT Rising,An operating model for company-wide agile development,You won't recognize the new world of digital payments without this report,Why Introverts Are Better at Sales Than Extroverts
957332268361319692,Tasting Dagger 2 on Android,Criando ícones animados no Android,Pury - New Way to Profile Your Android Application,An Overly Thorough Guide To Underused Android Libraries,Android development: What I wish I had known earlier - balpha.de,Announcing updates to Google's Internet of Things platform: Android Things and Weave
962287586799267519,Slack and Google announce partnership focused on better integrating their services,5 ways to create an environment that helps adults learn to love coding,Money 20/20 Panel: Artificial Intelligence and Machine Learning,Engineers Shouldn't Write ETL: A Guide to Building a High Functioning Data Science Department,"Miracles of Human Language: An Introduction to Linguistics - Universiteit Leiden, Meertens instituut (KNAW) | Coursera",Doing Data Science Right - Your Most Common Questions Answered
966067567430037498,To bot or not to bot,"contentId
5817939718364925129    Today in Apple history: Steve Jobs passes away...
5817939718364925129       Today in Apple history: Steve Jobs passes away
Name: title, dtype: object","Jamf conference: IBM cutting costs w/ largest enterprise Mac deployment, 100,000 by end of year","contentId
2847365042071859088    IBM now uses more Macs than any other company ...
2847365042071859088    IBM now uses more Macs than any other company ...
Name: title, dtype: object",Today in Apple history: iCloud takes our files and photos to the sky | Cult of Mac,Today in Apple history: Happy birthday Steve Wozniak
967143806332397325,Baidu abre laboratório de realidade aumentada - Startupi,Como o Trello foi de 4 a 17 milhões de usuários,Family photo sharing platform Togethera shutters after low growth numbers,Relating a Problem Definition to IoT Architecture | Intel® Software,New Trend Briefing from TrendWatching | RECONCILIATION BRANDS,Visa traz pagamentos móveis ao Brasil junto com Samsung - Startupi
972258375127367383,Better Exposed Filters ,What Is a Good Retention Rate for Online Software,Visa traz pagamentos móveis ao Brasil junto com Samsung - Startupi,The Top 10 Companies Millennials Want to Work For,New Trend Briefing from TrendWatching | RECONCILIATION BRANDS,Amex Canada Discovers 68% More Mobile-Driven Conversions With Cross-Device Measurement
980458131533897249,Elasticsearch: CSV exporter for Kibana Discover,"contentId
393734797767236089    Vale reverte prejuízo e tem lucro de R$ 1,8 bi...
393734797767236089    Vale reverte prejuízo e tem lucro de R$ 1,8 bi...
Name: title, dtype: object",Nintendo to Release Mini NES with 30 Pre-Loaded Games in November!,Globo G1 lança Bot para o Telegram que te ajuda a estudar para o Enem,Novo Honda Civic é eleito o carro mais seguro dos EUA,"Vale reverte prejuízo e tem lucro de R$ 1,8 bilhão no 3º trimestre"
991271693336573226,Este é o melhor jeito de entender como as mulheres sofrem machismo na área de TI,This is the flying chainsaw drone you knew was coming,Put a ring on it: three smart rings with plenty of beauty and brains,"Largest botnet attack in history peaks at over 1 terabits per second, aided by Internet of Things",Introducing Ask a Female Engineer,Conheça 20 atletas LGBT que vão competir nas Olimpíadas do Rio
1002673045600956890,Amazon founder: A.I.'s impact is,"Inbox by Gmail now helps you track calendar events, save links and stay on top of newsletters",'Magenta' Is Google's New Project To Make Art With Artificial Intelligence,"Inside OpenAI, Elon Musk's Wild Plan to Set Artificial Intelligence Free",Extreme Style Machines:Using Random Neural Networks to Generate Textures,Twitter adds a button to help you train its algorithm
1003778007373126185,Spotify Raises $1 Billion in Debt Financing,"Where, how much, and how: Answering the hardest questions of resource allocation",Spotify Raises $1 Billion in Debt Financing,America's allies are preparing for a bumpy ride,Tailoring your integration approach to specific deals,Speed for simplicity: An interview with Lenovo's Gerry Smith
1005751836898964351,Seria Stranger Things uma obra de arte do algoritmo da Netflix?,This CEO Runs a Billion-Dollar Company With No Offices or Email,"Here's what Viv looks like, the next generation AI assistant built by Siri creator",Artificial Intelligence Can Now Design Realistic Video and Game Imagery,"Gchat Was the Future of Messaging, But Google Didn't Know What It Had",Chrome extension brings Medium's best feature to the whole Web
1012456848389051365,"Como o e-commerce brasileiro pode, enfim, começar a lucrar",From E-Commerce to Web 3.0: Let the Bots Do the Shopping,Program your way to your next grocery delivery,"Fundador da Netshoes fala ao E-Commerce Brasil sobre inovação, gestão de pessoas e futuro",Biggy quer melhorar recomendação de produtos no e-commerce nacional com big data - Empresas Tech,Não existe frete grátis!
1019706997674210703,Assista a entrevista de Linus Torvalds no TED legendada,Communication Within an Android App With EventBus,What Software Engineers Earn Compared to the General Population,Android Fundamentals: IntentService Basics,Voronoi Diagrams on the GPU,"contentId
3884256359744615997    So, You Want A Table, Huh?
3884256359744615997    So, You Want A Table, Huh?
Name: title, dtype: object"
1021466437456217445,Lists are the new search,What Pinterest learned in two years working on its search engine,How We Lost 47% of Our Users After a Redesign | Icons8,"Google Cloud Dataproc - the fast, easy and safe way to try Spark 2.0-preview | Google Cloud Big Data and Machine Learning Blog",To bot or not to bot,Microsoft wants to connect all your favorite apps with Flow
1021946628105173582,Introducing the Google Analytics Demo Account for Learning,Para inovar é preciso mais do que boas ideias - Startupi,Why do you Fail at Growth Marketing and How to Solve it,The Mobile Growth Stack: 2017 Edition - Mobile Growth Stack,Prototipação: erre cedo para acertar cedo - Hipsters #28,Introducing Google Cloud Shell's new code editor
1024145536490998555,Porto Seguro compra carteira de seguros Auto da Chubb,The insurance tech equation,Jeff Seguros: SEGUROS E GAMES,"Rakuten Acquires Bitnet, Plans to Open Blockchain Lab in Northern Ireland - Crowdfund Insider",Mastercard lança rival do Apple Pay e reforma seu logo,Itaú vende carteira de vida para Prudential | Sonho Seguro
1031060816592502094,Evernote anuncia integração com Google Drive | Google Discovery,The Color of Paradise (1999),All About Eve (1950),Sunset Blvd. (1950),Lady Gaga's startup Backplane burns out and sells assets,Video: Steve Wozniak discusses the importance of education
1038118700785242153,Community,Adobe Announces Cross-Device Co-op to Enable People-Based Marketing,Adobe CQ/Adobe AEM,This is the scientific reason we're addicted to our phones,Adobe quer potencializar área de marketing digital - Meio & Mensagem,Webinar Salesforce - Best Practices for Advanced Lightning Apps
1041289933344278866,Building a technical career path at Spotify,Big IT Rising,An operating model for company-wide agile development,Ahead of the curve: The future of performance management,Inception (2010),"IDEO founder David Kelley talks design, Steve Jobs, cancer, and the importance of empathy"
1058405970043104639,​Google digs deeper on machine learning with new European research lab,Machine Learning Is No Longer Just for Experts,Algorithms and architecture for job recommendations,Google's Cloud Machine Learning service is now in public beta,Services | RaRe Technologies,TPOT: A Python tool for automating data science
1059874396577697902,[Event] CuboTalks,"[Hangout] StartSe promove hangout gratuito com Caio Poli, do Nubank; inscreva-se",[E-learning] Design Thinking for Innovation - University of Virginia | Coursera,[PDUs] Webinars Gravados realizados pelo PMI São Paulo e pela FIXE,Design Sprint: onde o design e a velocidade importam,[Free Course] Running Valuable Design Sprints - University of Virginia | Coursera
1060159005880386235,Internet of Things Drives Outcome-Based Business Models,Guest post: building IoT applications with MQTT and Google Cloud Pub/Sub,How to finish 3D printed PLA objects,Samsung lança dispositivo para deixar carro conectado a partir de chip 4G - Link - Estadão,DBA BRASIL no INTEROPMIX 2016,Standing on the Shoulders of Giants - Built to Adapt
1061238072586805321,Honda fortalece estratégia para desenvolver tecnologias inteligentes - B!T magazine,"Millennials Don't Care About Owning Cars, And Car Makers Can't Figure Out Why",How Starbucks became so successful at coaxing consumers to pay with smartphones,Barclays finally launches Apple Pay | The Memo,"Band plays on, as global oil glut leaves supertankers in a huge jam",Amazon passa Google como ponto de partida para buscas de e-commerce - IDG Now!
1083474613819325601,DARPA Wants to Give Radio Waves AI to Stretch Bandwidth,"contentId
8219310215587599928    Fooling The Machine
8219310215587599928    Fooling The Machine
Name: title, dtype: object",Google's Schmidt Says Computers Not a Threat to Humans or Jobs,"contentId
-456574518348806233    A Single App That'll Wrangle Your Millions of ...
-456574518348806233    A Single App That'll Wrangle Your Millions of ...
Name: title, dtype: object",How AI helps marketers tell better stories,"contentId
1433951803438448289    Creative partnerships: Machine learning and th...
1433951803438448289    Creative partnerships: Machine learning and th...
Name: title, dtype: object"
1099809408921653201,React v15.0.1 | React,20 Awesome PHP Libraries For Summer 2016,The Ultimate Digital Clean-Up Checklist: Are You Prepared For The New Year? - Smashing Magazine,Google planeja ferramentas de inteligência artificial para Raspberry Pi | Google Discovery,Making email safer with new security warnings in Gmail,Introducing Mini Courses with MS Chatbots
1106203543388094548,What 2 Years of Android Development Have Taught Me the Hard Way - Thought's by Aritra Roy,Game On: 5 Global Mobile Gaming Trends,Why Nature Prefers Hexagons - Issue 35: Boundaries - Nautilus,Debugging data transformations using Cloud Dataflow and Stackdriver Debugger | Google Cloud Big Data Blog,Globo.com ramps up live streaming for Olympic Games | ZDNet,Why porting an iOS design to Android will not work
1107739178195154647,Peças Translúcidas,WATCH: Bacteria Invade Antibiotics And Transform Into Superbugs,How to finish 3D printed PLA objects,Lentes de contato inteligentes serão o wearable definitivo,"PayPal's Braintree Auth launches to bring its payments platform to more merchants, service providers","Ai, que preguiça | Site Drauzio Varella"
1114791714656282929,TECNISA melhora performance de marketing digital com estratégias em parceira com o Google,Google will stop supporting physical Google Wallet cards on June 30,Amazon passa Google como ponto de partida para buscas de e-commerce - IDG Now!,Sympathy for Lady Vengeance (2005),Transformação digital na Saúde: 3 pilares que devem ser reinventados - Saúde Business,How Starbucks became so successful at coaxing consumers to pay with smartphones
1115750778137998115,O que é benchmarking? Veja quando um concorrente se torna inspiração!,New South & Central America Trend Briefing from TrendWatching | PROTECTIVE TECH,Baidu abre laboratório de realidade aumentada - Startupi,Amex Canada Discovers 68% More Mobile-Driven Conversions With Cross-Device Measurement,Visa traz pagamentos móveis ao Brasil junto com Samsung - Startupi,Relating a Problem Definition to IoT Architecture | Intel® Software
1116363438212354892,Características de Arquiteturas Evolutivas,"Walgreens now lets you digitally clip coupons from its iOS app, redeem in-store through Apple Pay with loyalty card",The Progress of Web Apps - On the Edge,The Art Of Layout Testing With Galen Framework - Smashing Magazine,WebAIM: WebAIM's WCAG 2.0 Checklist - for HTML documents,Gmail e Inbox by Gmail terão suporte a e-mails com design responsivo | Google Discovery
1117455951802655890,Visa anuncia plataforma para pagamentos B2B internacionais com tecnologia blockchain - Startupi,Como o Trello foi de 4 a 17 milhões de usuários,Family photo sharing platform Togethera shutters after low growth numbers,Relating a Problem Definition to IoT Architecture | Intel® Software,New Trend Briefing from TrendWatching | RECONCILIATION BRANDS,Visa traz pagamentos móveis ao Brasil junto com Samsung - Startupi
1118048247334038458,Introducing DeepText: Facebook's text understanding engine,Lessons learned from a year of using live migration in production on Google Cloud,Making open source data more available,Funcionários do mês no CoolHow: os Slackbots - CoolHow Creative Lab,Google's Cloud Investments are Finally Starting to Pay Off,Why Nature Prefers Hexagons - Issue 35: Boundaries - Nautilus
1120323498091467525,Cargill anuncia mudanças estratégicas para fortalecer a marca Nutron,The future of agriculture - Jim Womack visits a lean farm,"Carne artificial acabará com o agronegócio brasileiro, afirma especialista",Bayer propõe comprar Monsanto para formar a maior agroquímica do mundo,MOBILE TIME - Drones vão ajudar pequenos agricultores no Brasil,Programa de Demissão Voluntária na Moto Honda tem mais de 500 adesões
1128840733277618400,"Google admits original enterprise cloud strategy was wrong, why it's gone in a different direction - TechRepublic",Services | RaRe Technologies,"Swarm A.I. Correctly Predicts the Kentucky Derby, Accurately Picking all Four Horses of the Superfecta at 540 to 1 Odds",Graph-powered Machine Learning at Google,New Sessions Added To Google I/O 2016 Schedule,"Rumor: ""Android VR"" Will Launch At I/O With Standalone Headset, Reference Appears In Unreal Engine"
1137471872769164371,Google Calendar for Android can now find meeting times that work for everyone,"Swarm A.I. Correctly Predicts the Kentucky Derby, Accurately Picking all Four Horses of the Superfecta at 540 to 1 Odds",Why Netflix thinks its personalized recommendation engine is worth $1 billion per year,Restb.ai: Why custom computer vision as a service makes sense | ZDNet,"DARPA Goes ""Meta"" with Machine Learning for Machine Learning",The AI business landscape
1146823593746606655,Apple Hiring for New Machine Learning Division Following Turi Acquisition,Globo.com ramps up live streaming for Olympic Games | ZDNet,Transfer Style But Not Color,Being A Developer After 40 - Free Code Camp,C# vs. Swift - Iron Man vs. Captain America,Game Of Thrones e suas lições de liderança | Endeavor Brasil
1158279435862414346,Via Varejo investe R$ 13 mi em dois novos centros de distribuição e entreposto - ISTOÉ Independente,A ESTRATÉGIA DA C&A PARA VENCER A CRISE - brweek,"National Coming Out Day - Wikipedia, the free encyclopedia",Nova versão do SAP Hybris Commerce vai ser apresentada durante o Forum E-Commerce Brasil 2016 - B!T magazine,How Wimbledon will use IBM's Watson to serve up data - BBC News,Comprar roupas está ficando fora de moda no Reino Unido
1173658987415870390,Nokia vai voltar ao mercado de smartphones,Departures (2008),Patente do Google prevê carro que gruda pedestres atingidos no capô,Oldboy (2003),Bicycle Thieves (1948),Um objeto longínquo mais distante que Plutão está entrando em foco
1177957942021788639,New Google Cloud Platform Education Grants offer free credits to students,Google Cloud Datastore gets faster cross-platform API,"Google Cloud Datastore simplifies pricing, cuts cost dramatically for most use-cases","Acquia Releases Lightning for Drupal 8, Enabling Fast Starts for Digital Experience Deployments [July 19, 2016]","Filtering and formatting fun with gcloud, GCP's command line interface",1. Why ecommerce matters
